x,truedata,truelower,trueupper,diff,max,entropy ,entropy attention
76,2.54120046620046,2.38373,2.69868,2.0799540034965,2.2467423076923,2.28040046620046,2.02038746503496
77,2.55154845154845,2.39389,2.70921,2.10396378371628,2.27102756410256,2.28689213286713,2.04533319763569
78,2.57051282051282,2.41043,2.73059,2.13579102564102,2.30099487179487,2.29845044871794,2.07429679487179
79,2.59249084249084,2.4379,2.74708,2.17791552197802,2.34275943223443,2.31736204212454,2.1138494047619
80,2.61369463869463,2.45705,2.77034,2.22983789432789,2.39081637529137,2.33416658119658,2.1615657012432
81,2.58617216117216,2.42671,2.74563,2.24930103785103,2.40871717948717,2.34304934676434,2.1803543009768
82,2.61394993894993,2.458,2.7699,2.27802441391941,2.43612978632478,2.35445844932844,2.20411489926739
83,2.66080586080586,2.49762,2.82399,2.33325851648351,2.4896804029304,2.372355,2.25687421245421
84,2.65277777777777,2.48425,2.8213,2.37228143162393,2.5258316025641,2.38625502136752,2.29364076923076
85,2.67933455433455,2.51661,2.84206,2.38473591880341,2.53674359890109,2.39275621184371,2.30524076923076
86,2.71132478632478,2.5455,2.87715,2.44841689560439,2.59477227106227,2.42182435897435,2.36716324175824
87,2.70326617826617,2.55503,2.8515,2.49537288461538,2.63551413003663,2.44334503663003,2.40963629120879
88,2.68669108669108,2.53636,2.83703,2.52132134004884,2.65859337912087,2.45372217948717,2.43416806166056
89,2.7068376068376,2.56069,2.85299,2.56801038766788,2.70117162087912,2.47269686813186,2.47969998473748
90,2.75940170940171,2.60647,2.91233,2.6188304059829,2.74760339743589,2.49482692307692,2.52706373931624
91,2.76153846153846,2.60829,2.91479,2.64401091297591,2.77065098096348,2.50626856837606,2.54955232711732
92,2.81703296703296,2.68249,2.95158,2.67460548840048,2.79699994200244,2.51996168192918,2.57722859584859
93,2.86208791208791,2.72786,2.99632,2.71295514957265,2.83262867826617,2.53644513431013,2.61448548229548
94,2.87602845872076,2.74226,3.00979,2.73224847844463,2.8505729029304,2.54548338616511,2.63359214567483
95,2.91018596787827,2.77446,3.04592,2.75344440335305,2.87009546703296,2.55389936601859,2.65346980135249
96,2.95961538461538,2.82607,3.09316,2.8140341025641,2.92532493589743,2.58574544871794,2.70789006410256
97,2.98397435897435,2.84327,3.12467,2.8405023076923,2.94872903846153,2.59822711538461,2.73268852564102
98,2.98828671328671,2.83797,3.13861,2.89986238344988,3.00425217365967,2.62283635780885,2.79088596153846
99,2.99255744255744,2.89483,3.09028,2.948384009324,3.04903647519147,2.65130785880785,2.83528065767565
100,3.0809274059274,2.9824,3.17945,2.99280696719946,3.08880986346986,2.6737742049617,2.87455229686979
101,3.11053113553113,3.0159,3.20516,3.02045449633699,3.11331173992674,2.69077013736263,2.9023238003663
102,3.11950549450549,3.01794,3.22107,3.04022282967032,3.1299702014652,2.7020668040293,2.92104418498168
103,3.11153846153846,3.01731,3.20577,3.07225563186813,3.15795279304029,2.72062674908424,2.95375162087912
104,3.12786935286935,3.02776,3.22798,3.0978414072039,3.18237866300366,2.7372617002442,2.97714365384615
105,3.19365079365079,3.08827,3.29903,3.15856642246642,3.23591092796092,2.77951183760683,3.03904714896214
106,3.24176379176379,3.11851,3.36502,3.19224405538905,3.26647846875346,2.80103132201132,3.07237966477966
107,3.27857142857142,3.15699,3.40015,3.22367948717948,3.29453786630036,2.82076782967033,3.10291218864468
108,3.35992063492063,3.24218,3.47766,3.27227718559218,3.33780109279609,2.85411465506715,3.15125826007326
109,3.40728438228438,3.30658,3.50799,3.31082164918414,3.37399468531468,2.88145611305361,3.18898261072261
110,3.4008547008547,3.30224,3.49947,3.33758745726495,3.39698237179487,2.90159245726495,3.21713384615384
111,3.47304639804639,3.37447,3.57163,3.36273212148962,3.41718308302808,2.92296501831501,3.24346801892551
112,3.49734154734154,3.38745,3.60723,3.40376159340659,3.45419809995559,2.95493381757131,3.28085701326451
113,3.5261877011877,3.415,3.63738,3.42313883699633,3.47125258713508,2.97120785603285,3.30156406454656
114,3.52307414807414,3.40965,3.6365,3.43269086080586,3.47923557248307,2.97864834138084,3.31092902791652
115,3.47951492951492,3.35204,3.60699,3.44566681929181,3.49076291375291,2.99070233710733,3.32465949494949
116,3.49907407407407,3.39806,3.60009,3.4372199537037,3.47761187499999,3.00990787037037,3.310884375
117,3.51640430276793,3.41168,3.62113,3.44507856946084,3.48572507378984,3.02034849763872,3.31174593565525
118,3.50301087801087,3.38962,3.61641,3.47062482572982,3.50862385780885,3.04654525363525,3.33891753885003
119,3.53642857142857,3.41717,3.65569,3.46565957034632,3.49870292207792,3.07203211255411,3.32715124891774
120,3.54959956709956,3.44033,3.65887,3.49792153354978,3.52816839502164,3.1004723073593,3.35940483982683
121,3.54959956709956,3.44033,3.65887,3.5026741525974,3.53276363311688,3.10431754545454,3.3642815064935
122,3.54245670995671,3.43278,3.65213,3.51031710497835,3.53962258549783,3.11350821212121,3.37236293506493
123,3.49739057239057,3.38779,3.607,3.4822481060606,3.5137248063973,3.1221842087542,3.33175771043771
124,3.48936588103254,3.37884,3.59989,3.50695645703062,3.53734446689113,3.14490526695526,3.35797632595799
125,3.44930426716141,3.34063,3.55798,3.50794396567717,3.53172605751391,3.19487467068645,3.33015019480519
126,3.5,3.5,3.5,3.55176666666666,3.51821666666666,3.01693333333333,3.43091666666666
